word	description
LEAVE	Left one in the day before with permission
NABOB	Wealthy muck-a-muck
TROVE	Hidden treasure
SENSE	Horse  for one
ERODE	Wear away with weather
ELOPE	Marry on the run. 
SOBER	Clear-headed
LATER	Time for chores (wordplay)
LEDGE	Narrow shelf of a building
OVINE	Like Bo Peep's charges
WHARF	Fishing spot
THERE	You must be all like this to solve this one
LECHE	Bebs milk
CHESS	Scheme of LookingGlass land
OUTER	Relatively far removed.
EVENT	Birthday party, e.g
ELITE	Diners at Duffys Tavern
UNLAW	Synonym for anarchy
EWERY	Pitcher room.
ELOPE	Run away a la Jessica 
ELITE	Alphas and Betas, in "Brave New World"
RATIO	The proportion of one pest to ten more
CHESS	'Mental torture,' per Garry Kasparov
ETUDE	Practice composition
RAKED	Gathered together. 
START	Wave a green flag usually
ERROR	Proof of humanity.
HOTEL	Monopoly prop
HALER	Not so sickly
SWIPE	Use, as a credit card
RETRO	Like Nehru jackets
AGREE	Be of one mind
WIRER	Electrician at times
LEMON	Whiskey-sour flavoring
ALARM	Shock of member supporting a Labour leader
RAISE	Texas Hold 'em declaration
NEEDY	Like some scholarship winners
SENSE	Touch for one
ENTER	Join (into)
UNION	A joining
ABUSE	Lincoln protected America from corrupt practice
ENTER	About ten engineers turned to go in
SWOOP	Batlike maneuver. 
EXERT	Apply some muscle
RATIO	A circle's circumference to its diameter, for example
AGREE	See it the same way
ENEMY	Any Flintstone, to a Hatrock
SALLE	Maison division
RIVAL	Pretty well equal
ERUPT	Burst forth, as a volcano
RINSE	Follower of 1 Down.
ERROR	It keeps a run from being earned
ESSAY	Scholarship entry sometimes
ARROW	Type of projectile
ARMOR	Defensive wear
OTTER	Shiny fur
ENTER	Step foot in
ASCII	Pre-emoji format
AMUSE	Cause to titter
ELOPE	Get a hand on the road
SIREN	Signaling device 
SIEVE	Beachcomber's tool
LATKE	Applesauce-topped nosh
EMAIL	... and the venue used
ARROW	Missile for bowman
CROWD	Press too close to
SIEVE	Pureing aid
SWORN	Choice of three directions solemnly stated
LONER	Introvert often
CANIS	Animal genus.
DISCO	Saturday Night Fever    craze
ARROW	Director causing feathers to fly (wordplay)
OTTER	Kind of sheep or civet 
BORER	Serbo-Croat dismisses a Scot with drill
ARENA	NBA milieu
KAYAK	Nanook s canoe
ERROR	Compass feature that must be allowed for
SWOON	Go out in the near future to embrace women
ENATE	From Mom's side
AROMA	Wine's nose
ENTER	Write in 
CELLO	YoYo strings
SNEER	Unwelcome glance
ELATE	Encourage, rouse
ERODE	Eat
RIATA	Cowboy's item
ARMOR	Protective coating (wordplay)
TACET	Pilot in race to remain silent
MOWER	Yard machine
AMUSE	Emulate a jester
ERODE	Undergo disintegration. 
ELOPE	Carry out a get-hitched-quick scheme
ELATE	Gladden to the max
LEAVE	Go away from or not take away
RERUN	Beret-topped "What's Happening!" character
NEEDY	Far from loaded
AGREE	What yes-men do
DRYER	Washroom appliance
OUTER	Word with ear or wear
SIREN	Lorelei. 
ATTAR	Essential oil
DISCO	Record: Prefix
DENSE	Blockheaded
ERROR	Dropped fly, e.g
PIPIT	Fieldlark
OVOLO	Molding 
ABOVE	Word with ground or board
ERROR	Fielding slip.
INURE	Become accustomed to. 
RETIE	Fix, as loose shoelaces
SIEVE	Colander.
LONER	One of those in the centre of the left and the right is an unsociable type
EDGER	Lawn-trimming tool 
UNAPT	Not appropriate or suitable
GROSS	Dozens are far too big
ORATE	Emote
TARTE	French dessert
ARENA	57-Down venue
ADDER	Summer snake
ELOPE	Run to be one
DREAD	Apprehensive fear
SIREN	You get a blow at sea, by the sound of it
ELITE	Le beau monde
ELITE	Bluebook names. 
ARMOR	Tanks, reconnaissance cars, etc. 
ELITE	Power brokers
ENTER	Reply to knocking
DRYER	Hot-air source
ELOPE	Couple in a courtroom maybe
ELATE	Induce euphoria in
AGREE	Accord
NEVER	You'd expect a bit more after this from a raven
EYRIE	High nest 
ARENA	Field of conflict
OVATE	Inn's rear
ERODE	Make molehills out of mountains
SIREN	Dangerous singer
REATA	Ranch in the 1956 film "Giant"
ENTER	Insert. 
IDLER	Lazybones 
EBLIS	Angel turned into a devil: Arabian myth.
OTTER	Mink's relative 
EYRIE	The fall of the water has the hill split
ALIEN	to incongruous
NAVEL	Sort of orange, nice to start with chopped veal
ARMOR	Knight's 'shining' protection
NEVER	Not in a million years!
AROMA	Baking byproduct
URINE	Drug test sample stuff
NERTS	'The heck with it'
ELOPE	Dash off for an away match
SIREN	Femme fatale 
EMEER	Desert dignitary
RESET	Fix again. 
AISLE	Supermarket Sweep section
PLEAD	Claim, as insanity
LONER	One who sees no company perks (wordplay)
LIMIT	It follows report of member, as far as it goes
LONER	Bachelor, in a way.
CRUSH	Trounce
ENTER	Become enrolled. 
LATER	'See ya'
OTTER	Beaver's playmate 
ANOLE	Lizard. 
LETCH	Strong desire, slangily
SNEER	Wicked look
SNORE	Saw logs in bed
FROST	Wellknown Jack
ENTER	Keyboard button
ELITE	group
ERODE	Eat away, as the coastline
AROMA	Candle shop feature
OTTER	Boons Animal House buddy
ELITE	58 Top-drawer
GLADE	Clearing. 
PILOT	Sample TV film 
RINSE	Gargle perhaps
RAISE	Represent strength at the table
SCARE	Freak out
DIRTY	Soil
EMEER	Middle East ruler
SENSE	Bunk's lack
ERROR	It can't be left as it isn't right
SIREN	Calypso Peg
SUGAR	It's spun at the circus. 
ENTER	Put in chips but no fish
RIATA	Lariat. 
RINSE	Get out the soap
TUBER	A brute of a potato
ESSAY	Macaulay product 
ERODE	Eat away, as a river bank.
ARMOR	It may be bulletproof
VILLA	Luxurious country house
EXERT	Apply oneself at the gym
RAKED	Did a sand trap chore
ERROR	A mistake or inaccuracy
ELITE	Very special
EXERT	Number involved in tree-climbing exercise
OLDIE	Hit from years ago
HEART	Barracuda band
NYLON	Stocking.
ERROR	Shortstop's faux pas
ABOUT	A fight is on
REVUE	Topical-sketch show
ARENA	Scene of sports action
EMAIL	The White House has blamed YK for problems with this
ARROW	It shows the way
ELOPE	Run off to say 27-Down
ABOMA	Large serpent.
UTTER	Speak in Parliament about terrorist activity
AWARE	Informed of a conflict by mid-September
DRYER	Major appliance
WIRER	Telegrapher or electrician 
OTTER	Animal that opens shellfish
LATER	When to see you (wordplay)
ERROR	Alarm losing time causes miscalculation
SENSE	"Common" thing that's not always common
ARMED	Having a gun
RERUN	TV summer standby.
AWARE	In the know
ORDER	Its taken at the diner
EDGER	Lawn-trimming tool
CLING	Peach variety 
ENTER	This wouldn't go and get the prise, by the sound of it for initiative
EARED	Having a handle as a mug
HELIX	Coiled shape
OTTER	Playful river critter
WATER	Word with well or tap
ARENA	Where sporting events take place
BEING	Annihilation alternative
FLUKE	Hole in one assuredly
NEVER	Over my dead body!
DISCO	The Last Days of
ELATE	Elevate one's spirit
DREAD	Aweinspiring
HEMEN	Heroes of the Wild West. 
DATER	Librarian's book-stamping gadget
OTTER	Muskrat cousin
RASTA	Celebrant of Ethiopian Christmas
AWARE	Salvador song about being keen (wordplay)
AISLE	With 49-Down, option for an air passenger
ARROW	Object shot from a bow
LINEN	Napkin material 
NORSE	Oslo people 
OLDIE	Any song your parents like (wordplay)
DETER	Check 
ELATE	Exhilarate 
OTTER	Riverbank frolicker
EXERT	Pass the tree back about ten
POSIT	It's work to get up to lay down
GLADE	Part of a forest
ERECT	Put up.
SLATE	You're reading it
ENEMY	Unwelcoming
TEMPT	Scaly mammal
ATTAR	Oil from roses
DREAD	Horror brought by low grade - extra study required
AMATI	Noted Cremona artisan 
UVULA	Part of the mouth
OTTER	Relative of a weasel.
INPUT	Data, often
ERROR	Fielders flub
AROMA	Cooking-with-garlic enticement
SEDER	Hebrew home festival
ARISE	Mount up. 
OBEAH	Ashanti voodooism 
ALERT	Like a sentry
ATTAR	Floral fragrance
YUMAN	Of an Arizona tribe.
TROVE	Veritable treasure
TREED	Like a cat in need of a firefighter, stereotypically
OUTRO	Concluding bit of audio
SIEVE	The riddle is to come back with the girl
SALON	Where 'dos are done
LEAVE	Sabbatical eg
ELITE	Diners at Duffy's Tavern
SIREN	Squad-car sound
TENOR	Caruso, for example
ERROR	Fuckup
GUTTA	A drop. 
SNEER	Putdown
NEVER	Don't hold your breath!
OVOLO	Convex molding 
ENTER	Walk on stage
EDGER	Machine for finishing lumber. 
ERROR	Dialog-box prompter, maybe
ELITE	Choice part. 
EYRIE	Lofty nest (Var.)
ERROR	Al-Qaeda threat: no time for inaccuracy
CLING	Hang on by fingernails
CHESS	Game with  men on a side
OBEAH	African magic.
SIREN	Air raid signal.
SENSE	Import from various quarters once or twice
RAMAL	Branchlike
CELLO	Trio instrument.
DEBIT	Leftside entry
TEASE	Comb backward
ELOPE	Skip the fancy ceremony
AMATI	Guarnieris master
CHESS	Game with knight moves
AMUSE	Make fun (wordplay)
ARMOR	Private's covering
ERECT	Put together.
ENATE	Kin on mothers side
SKATE	Compete in a winter event 
RILLE	Lunar valley. 
LATKE	Part of a Hanukkah meal
AROMA	Olfactory news
ELOPE	Skip a big wedding
AMATI	Famed fiddle fashioner
DRYER	Stereotypical sock-eater
MISER	Eagle-squeezer
RESIN	Amber is a fossilized one
ARMED	Like manager with full Rolodex
CHESS	Realm dominated by queens
CANIS	Heavenly dog
SENSE	Gist.
SIREN	Father with name that causes alarm
IMAGE	Face in the mirror
SHAME	Result of embarrassing behavior
HEMEN	Herculean ones 
DREAR	Gloomy.
ERODE	Disintegrate, in a way
AMUSE	Make happy. 
EXERT	Apply, in a way
SIREN	Come-hither type
SIEVE	Fine strainer
ABOUT	Its  time
CURSE	It's no blessing
LEMON	Mongrel menu that is formed for 19 across, one of 2 19 down
REINS	Stage controllers (wordplay)
CANIS	Minor or Major
ERODE	Some idle rodents lose ground
EXERT	Buckle down
OTTER	Eric Strattons Animal House nickname
ELITE	10-point type. 
AWARE	Enlightened American overcoming battle with drug
EMEER	Moslem chieftain
SCARE	Word with quotes or pregnancy
PILOT	Scheme to involve one banking expert (wordplay)
UTTER	Complete
ALTER	Take up perhaps
TRYST	Hush-hush event
TITER	Solution strength, in medicine
RISER	What a slugabed is loath to be 
ABOMA	Constrictor.
TEMPO	Conducting concern
RESIN	Sap.
ENTER	Make a note
SENSE	Kinesthesia for one
SIREN	Cause for pulling over
CELLO	Room to rest on old instrument
AGREE	Say 'O.K.'
LAYER	Cake type
ALTER	Take up, say
OREAD	Greek mythology figure hidden in "oh great, another dumb hidden word clue I have to read through"
ERODE	Steadily reduce
STOMA	Small orifice
CHESS	1988 Tim Rice musical
SENSE	Common, at times
EMAIL	J'adore perfumer
ARENA	Wrestler's workplace
ARENA	AT&T Center or BB&T Center
SENSE	Common feeling
TASER	It's a stunner
ENTER	Respond to a cue, perhaps
AROMA	Spice, for example
TAUPE	Grey-brown colour
SWEAT	Word with suit or shop
OTTER	Wolverine's cousin
ELATE	Overjoy. 
LEAVE	Shore liberty.
LOPER	Gazelle, at times
FEMUR	Big bone 
ARMOR	Shiny suit
ALIGN	Come together in agreement
THINE	Seems E is not fat for U
LONER	Howard Hughes became one 
RAISE	Poker ploy
LONER	Hardly a company man
STOCK	Fill the shelves
ORDER	Kind
AVERT	Prevent as a disaster
OVULE	Flower seed, for example
ELOPE	Run off to Las Vegas, perhaps
ERECT	Like a soldier at attention
DISCO	Dance venue
PIPIT	Titlark
ERROR	Wrong turn, say
PLEAD	Supplicate.
EDGER	Garden tool 
ENNUI	Certain 'First World problem'
WAVER	Flutter
ORDER	Word with "tall" or "back"
NEVER	Under no circumstances
INTER	Mutual Comb. form. 
RESIN	Gugal or sandarac
AVERT	Keep from occurring 
THINE	Poetic possessive.
ETTLE	Intend to settle after shaky start
GROSS	Icky
EATER	Consumer
UPSET	Distressed finishing 1 across in court
ARMOR	Suit for 47-Down
ARENA	The Summit, in Houston 
ETUDE	Key duet composition
AMATI	Carpet the setter after a fiddle
AWARE	Apprised or informed
SPARE	Score for knocking down all the pins in two bowls.
ARROW	Common traffic-sign shape
FRAME	Underlying structure
GLADE	Grassy clearing. 
AGREE	Avoid a strike, for example
LONER	Hardly a socialite
AMATI	Violin family. 
TENOR	SATB part
SIEVE	Colanders cousin
CELLO	Basss relative
ELITE	Class-A
HEMEN	Rambo types
SIEVE	Awful memory figuratively
ELATE	Be heartpleasing
AWARE	Have knowledge
ERROR	Faux pas eg
LAKER	California hoopster
MONEL	Metal alloy.
ELOPE	Run with a hon
EXERT	Put forth effort.
ERODE	Lose substance
FROST	Crystals on your car on a cold morning
AGREE	See eye to eye
ETUDE	Musical study piece.
AMATI	Nicolo
TEPEE	Indian shelter.
ELOPE	Split to bond
DETER	Put a damper on
ERROR	Career booboo
RATIO	9 to 5, say
HEART	Cardioid
ERROR	Fielder's goof
ARARA	Brazilian parrot 
OWNER	Pinkslip possessor
HALER	More robust-looking
EVENT	Premiere, for example 
CLING	Adhere, hold tight
ERROR	Miscue
RORAL	Dewy, old style 
ENTER	Add to a database
CHESS	A game of pure skill.
UNLIT	Like some scary alleys
LONER	Hermit
CHESS	'Heading for Colditz', Nazi musical
SPENT	Gone like money
EDGER	Its used on the border
ARMOR	Battleship feature
AMATI	Very expensive violin
LAYER	Cake portion
GOUGE	Chisel for cutting grooves
OLDIE	Golden song
SHALT	Word on Moses' tablets
NERTS	Baloney
OUTER	At the margins
SNEER	Smile evilly
RERUN	Late Show, often
OTTER	Shade of brown
PRINT	Word processing option
TEARS	Shed things
CRASS	'Gross, vulgar (5)'
AROSE	Faced the day
CANIS	Genus of dogs.
UPEND	Seconds left to postpone trip
NEVER	Not in any way. 
ARARA	Cockatoo's relative
NEVER	King Lear's five-times-repeated exclamation.
EROSE	Like oak leaves
LEARY	Politics of Ecstasy author
CROWD	Mob 
REMIT	Respond to dunning
WIRER	Electrician, for example
GENTS	Men, familiarly
EYRIE	Eagle's nest variable
FRAME	Chassis, skeleton
ELITE	Society
ORATE	Wax bombastic
AMATI	Violinmaker of note
CHESS	Subject game of this puzzle
TREAD	Footfall. 
ELITE	The Four Hundred.
RAKED	Smoothed over in a way
EMEER	Title in Ankara
ABOUT	Moving
LATER	What I do with this by and by is heat hens
SIEVE	Gold pan eg
ARMOR	Jambeau eg
NEVER	Not in any way.
OVULE	Immature seed.
DRYER	Washer companion
CHESS	This puzzle's theme
ELATE	Delight
SKATE	Steak cooked for Friday lunch (wordplay)
EMEER	Middle Eastern VIP
EXERT	Apply, as elbow grease
TIBER	Roman bank site
COULD	Had the know-how
CREST	Cardinal point (wordplay)
ELATE	Induce high spirits in
ENTER	Sign on an office door
EMEER	VIP in Yemen. 
CROAK	Sound from Carlotta after the Phantom says, "A toad, madame? Perhaps it is you who are the toad"
SENNA	Girl's churning over - it's the laxative
RAKED	Smoothed out
RESET	Change a stone's position 
UPSET	T.E.'s put out and sick to the stomach
ALIEN	Not familiar
INURE	Temper letter consumed by anger
OPINE	Drop in one's two cents
IMPEL	Drive - force
FIRER	Pottery worker
SWEPT	Cleaned (up)
AISLE	Continental divide
ELOPE	Run away together
GROSS	Coarse; repulsive
GROWL	Guttural sound 
ARENA	Old Trafford eg
AISLE	Concert avenue
SURGE	Big polling news
GLARE	Shine blindingly
OBEAH	Witchcraft in parts of Africa 
LAYER	One producing eggs
ARMOR	Some 'Monty Python and the Holy Grail' costumes
SIEVE	Kitchen help 
ARROW	Hood's missile 
POLIS	Suffix in the names of two state capitals
ERROR	Mistaken opinion
AROMA	Freshly baked pie's emanation
ELOPE	Run away romantically
START	Frightened movement.
EDGER	Sidewalk trimmer
AGREE	Share a perspective
EVADE	Sidestep, as a question
DISCO	'70s dance hall
COULD	Has the potential to
SOBER	Serious 
AWARE	On top of
HEMEN	Two-fisted ones. 
SNEER	Villain's countenance
PIPIT	Songbird. 
UNHAT	Relieve of one's boater
AWARE	Alert
SPEND	Pass bills
FRUMP	Not best-dressed woman. 
NERTS	Dang
AISLE	Usher's milieu.
ARENA	Gladiators fight site
LEAVE	Permission to do something
SPASM	Involuntary muscle action
MANSE	Mosses From an Old  Hawthorne
ARENA	Venue often named for its sponsor
CHESS	Cases in which time is lost in game
ENTER	Input
PREEN	Groom fastidiously
LEASE	Car-purchase alternative
AMIGO	Chum  in Chihuahua
RAISE	Build, as a barn
NYLON	Artificial fibre
LEAVE	Check out of a hotel
EROSE	As if gnawed away.
ARROW	Once used in war, or turned up in war
ARMOR	Arrow-proof suit
EMAIL	s notes
ELITE	"400" members 
TODAY	US lawyer appearing in play now
CHESS	Morphy's game
NEVER	No way 
EDGER	Trimming tool. 
ARISE	Come into notice. 
HOTEL	Bellhop's locale
ORLON	Synthetic sock fiber
OVULE	Small plant structure that develops into a seed
ABOVE	Looking down on
UVULA	Soft-palate lobe 
ELOPE	Emulate Sarah Palin nuptially
SIEVE	Holey utensil 
REINS	Straps for 55 Down
LONER	Recluse is learner with fraction of basic education
ELECT	What voters didn't do to Davis in 1924.
LEAVE	Allowance. 
TEASE	Do a salon job
SCALE	Balance.
EYRIE	Nest on a cliff
HEMEN	Macho males 
LEVEL	Smooth
EVADE	Go undetected
EROSE	Gnawed away.
ERROR	Its marked with an X
ETERN	Endless: Poet.
RETRO	Recalling an earlier mode
EYRIE	Hawk's haven
ERODE	Gradually destroy, as shoreline
OTTER	Webfooted critter
CELLO	Violin's cousin
AGREE	Tally. 
PAEON	Metrical foot 
RATER	Quality judge 
ELITE	The best part of Crewe, lit extensively
ERROR	Overthrow often
CLONE	Line complete following carbon copy
ELATE	Make one feel all warm inside
TEASE	Banter, make gentle fun of
ARENA	The "A" of sports' A.F.L.
BATON	Rouge
OTTER	Mine-sweeping device. 
SIREN	Paddy wagon noise maker
ENTER	Key with an arrow
LEMON	Dud flop
ERODE	Etch away
ELITE	They sometimes "meet to eat" at the club
CELLO	Viola's lower relative
ARMOR	What Patroclus borrows from Achilles
LATER	"See ya"
ATTAR	Oil in many perfumes
SIREN	Singer to Ulysses.
ENURE	Make immune as to violence
SIREN	Bewitching.
NEVER	'When pigs fly!'
HALER	More robust. 
EXERT	Exercise
DEBIT	Entry in one column bound to reflect about book
AMIGO	Friend of Jesus
ARROW	The CW series based on a DC Comics character
ARROW	TV show featuring a bowwielding vigilante
EROSE	Like a jagged leaf, for example
RISER	Part of a stair
ERODE	Show signs of weakening
GREET	Give the glad hand
ETTLE	Intend in Scotland
BONUS	What's good in Rome is the way one gets on in the public transport
AMUSE	Tell good jokes, for example
CLING	Adherence
AROMA	Wines nose eg
SIREN	Woman with a come-hither look
AROMA	It drifts from a bakery
ERROR	Typo for one
ELITE	Model management company whose name suggests that it's the cream of the crop
RESET	Adjust after a time change say
AGREE	Come together
SIREN	Signal device.
EDGER	Greenskeeper's tool
ERUPT	Break loose. 
SCARE	Eek inducer
SKATE	Wheeled shoe
LONER	Solitary individual: Slang.
ANISE	Flavor that ouzo oozes
OTTER	Mud bank slider
TREED	Caught, in a way.
TROUT	Tutor prepared fish
PREEN	Dress up 
ARENA	Bull ring
EMEER	Mideast ruler
EMEER	Arab head of state
ELATE	Make the morose merry
ELOPE	What some skip church to do (wordplay)
ERODE	Deteriorate.
LEAVE	AWOL part
LINEN	Sheet or towel
ELITE	Typewriter type 
ARMOR	Galahad's getup
OTTER	Webfooted creature
UVULA	Gag reflex inducer
STAMP	Nintendo Land achievement
EXERT	Master has no piano to put to use
ANISE	Absinthe flavor. 
OVATE	Ellipsoid. 
EARED	Having spikes, as corn. 
TRYST	Ashley Madison connection
AMATI	Yknow we always hear how great this guys violins were but maybe now its all psychological that we think they sound so awesome
